id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,total_review_activity,days_since_last_review,is_available_all_year
224,Manhattan,Harlem,40.80184,-73.95591,Private room,67,1,8,2019-01-01,0.23,1,0,1.84,2526.0,0
225,Brooklyn,Gowanus,40.68334,-73.9847,Private room,64,7,1,2015-10-03,0.02,1,0,0.02,3712.0,0
226,Manhattan,Midtown,40.76699,-73.98174,Entire home/apt,200,7,2,2018-01-01,0.1,1,0,0.2,2891.0,0
227,Brooklyn,Williamsburg,40.7109,-73.96478,Private room,109,30,43,2019-06-06,3.72,2,365,159.96,2370.0,1
228,Manhattan,East Village,40.72838,-73.97926,Entire home/apt,260,2,52,2019-06-17,4.62,1,141,240.24,2359.0,0
229,Manhattan,Washington Heights,40.83942,-73.93855,Private room,79,5,112,2019-07-02,1.59,3,1,178.08,2344.0,0
230,Manhattan,East Village,40.72661,-73.97894,Private room,105,5,4,2017-10-29,0.12,1,0,0.48,2955.0,0
231,Manhattan,Upper East Side,40.77227,-73.94968,Entire home/apt,139,3,26,2018-01-25,0.6,1,0,15.6,2867.0,0
232,Queens,Briarwood,40.70458,-73.81418,Private room,135,1,0,,,18,355,,,0
233,Brooklyn,Park Slope,40.66793,-73.98327,Private room,60,14,9,2016-08-29,0.09,2,0,0.8099999999999999,3381.0,0
234,Manhattan,Chelsea,40.74996,-73.99488,Entire home/apt,149,2,9,2019-06-18,3.03,1,151,27.27,2358.0,0
235,Manhattan,Washington Heights,40.85176,-73.93009,Private room,75,2,1,2019-04-23,0.39,1,53,0.39,2414.0,0
236,Manhattan,East Village,40.73101,-73.98936,Entire home/apt,245,2,3,2015-12-22,0.07,1,0,0.21000000000000002,3632.0,0
237,Brooklyn,Boerum Hill,40.68601,-73.98335,Entire home/apt,200,5,0,,,1,0,,,0
238,Brooklyn,Brownsville,40.67144,-73.91457,Entire home/apt,180,2,7,2019-06-23,2.63,1,352,18.41,2353.0,0
239,Brooklyn,Bushwick,40.68823,-73.90825,Private room,53,1,49,2019-06-17,1.86,3,105,91.14,2359.0,0
240,Brooklyn,Williamsburg,40.71436,-73.95421,Private room,46,3,11,2017-05-22,0.26,1,0,2.8600000000000003,3115.0,0
241,Queens,Long Island City,40.75588,-73.93117,Entire home/apt,130,3,6,2016-01-09,0.13,1,0,0.78,3614.0,0
242,Manhattan,West Village,40.72975,-74.00414,Entire home/apt,325,1,0,,,1,0,,,0
243,Queens,Elmhurst,40.73698,-73.88064,Entire home/apt,85,2,1,2017-10-15,0.05,1,0,0.05,2969.0,0
244,Queens,Flushing,40.76699,-73.81636,Private room,75,1,10,2019-07-06,3.13,3,89,31.299999999999997,2340.0,0
245,Brooklyn,Sheepshead Bay,40.60753,-73.95389,Shared room,30,2,2,2019-07-05,1.43,8,28,2.86,2341.0,0
246,Manhattan,East Harlem,40.7932,-73.94007,Entire home/apt,79,2,15,2016-02-15,0.16,1,0,2.4,3577.0,0
247,Manhattan,East Village,40.724,-73.98905,Private room,175,3,85,2018-12-01,1.65,1,0,140.25,2557.0,0
248,Manhattan,Hell's Kitchen,40.75603,-73.99511,Private room,430,1,4,2019-05-20,1.97,5,287,7.88,2387.0,0
249,Brooklyn,Brooklyn Heights,40.69127,-73.99552,Entire home/apt,160,1,17,2016-03-15,0.21,1,0,3.57,3548.0,0
250,Manhattan,Lower East Side,40.71757,-73.98394,Private room,75,1,2,2018-01-02,0.11,1,0,0.22,2890.0,0
251,Brooklyn,Park Slope,40.67238,-73.97607,Entire home/apt,105,7,8,2018-10-07,0.62,1,43,4.96,2612.0,0
252,Manhattan,Murray Hill,40.74863,-73.9767,Entire home/apt,150,30,0,,,50,365,,,1
253,Queens,Sunnyside,40.746,-73.91393,Entire home/apt,160,2,1,2019-04-30,0.43,1,310,0.43,2407.0,0
254,Brooklyn,Sunset Park,40.64962,-74.0035,Entire home/apt,85,5,0,,,1,0,,,0
255,Staten Island,Westerleigh,40.61357,-74.13566,Entire home/apt,103,3,1,2018-07-29,0.09,1,189,0.09,2682.0,0
256,Brooklyn,Prospect-Lefferts Gardens,40.65627,-73.95936,Private room,50,3,50,2019-06-20,0.92,3,98,46.0,2356.0,0
257,Manhattan,Washington Heights,40.85064,-73.93833,Private room,75,1,1,2016-01-02,0.02,1,0,0.02,3621.0,0
258,Manhattan,Harlem,40.80549,-73.95136,Private room,80,2,0,,,1,352,,,0
259,Bronx,Longwood,40.8198,-73.90341,Private room,99,1,0,,,1,0,,,0
260,Manhattan,Upper East Side,40.77079,-73.95949,Entire home/apt,100,2,2,2016-07-17,0.05,1,0,0.1,3424.0,0
261,Manhattan,Upper West Side,40.79321,-73.96823,Private room,380,3,1,2019-04-21,0.38,1,24,0.38,2416.0,0
262,Manhattan,Hell's Kitchen,40.75707,-73.99764,Private room,225,2,0,,,1,20,,,0
263,Manhattan,East Village,40.72372,-73.97984,Entire home/apt,150,2,85,2019-06-30,3.33,1,194,283.05,2346.0,0
264,Brooklyn,Bedford-Stuyvesant,40.68559,-73.95478,Private room,38,30,0,,,1,1,,,0
265,Manhattan,Upper West Side,40.77048,-73.98252,Private room,250,3,11,2019-04-21,0.42,1,17,4.62,2416.0,0
266,Manhattan,East Harlem,40.79331,-73.94149,Entire home/apt,250,4,13,2018-10-08,0.32,1,35,4.16,2611.0,0
267,Brooklyn,Sheepshead Bay,40.6027,-73.9486,Entire home/apt,179,2,101,2019-07-06,3.53,1,211,356.53,2340.0,0
268,Brooklyn,Bedford-Stuyvesant,40.68919,-73.94073,Entire home/apt,80,3,6,2017-09-29,0.24,1,0,1.44,2985.0,0
269,Manhattan,Upper West Side,40.77927,-73.97649,Private room,100,28,0,,,1,166,,,0
270,Manhattan,Theater District,40.75745,-73.98596,Private room,100,1,7,2019-06-17,4.04,7,296,28.28,2359.0,0
271,Queens,Astoria,40.75535,-73.91397,Entire home/apt,135,7,2,2015-10-02,0.04,1,157,0.08,3713.0,0
272,Queens,Kew Gardens,40.70945,-73.83132,Private room,59,9,12,2019-05-31,0.26,4,318,3.12,2376.0,0
273,Brooklyn,Bushwick,40.70117,-73.92545,Private room,50,2,32,2019-06-21,2.78,3,114,88.96,2355.0,0
274,Brooklyn,Park Slope,40.68064,-73.97657,Entire home/apt,100,3,4,2019-05-28,0.18,1,0,0.72,2379.0,0
275,Manhattan,Chinatown,40.71539,-73.99379,Entire home/apt,160,6,65,2019-07-05,1.19,1,7,77.35,2341.0,0
276,Queens,Jamaica,40.66745,-73.78156,Private room,130,1,4,2018-08-07,0.27,1,365,1.08,2673.0,1
277,Brooklyn,Bushwick,40.70145,-73.92,Entire home/apt,120,2,10,2018-11-05,0.83,1,3,8.299999999999999,2583.0,0
278,Manhattan,East Village,40.72982,-73.98532,Entire home/apt,175,2,53,2018-01-01,0.79,2,0,41.870000000000005,2891.0,0
279,Manhattan,Lower East Side,40.71504,-73.98879,Private room,45,1,2,2016-06-22,0.05,1,0,0.1,3449.0,0
280,Manhattan,Lower East Side,40.71862,-73.98405,Entire home/apt,220,4,16,2019-06-02,0.65,1,14,10.4,2374.0,0
281,Brooklyn,Bedford-Stuyvesant,40.68979,-73.94299,Private room,54,2,1,2016-04-17,0.03,3,319,0.03,3515.0,0
282,Manhattan,Upper East Side,40.77608,-73.94364,Entire home/apt,220,30,0,,,49,325,,,0
283,Manhattan,Hell's Kitchen,40.76249,-73.99103,Private room,80,1,117,2018-02-23,3.34,1,0,390.78,2838.0,0
284,Brooklyn,Bushwick,40.70299,-73.92648,Private room,50,1,4,2015-10-10,0.09,1,0,0.36,3705.0,0
285,Brooklyn,Bay Ridge,40.63266,-74.0284,Private room,80,1,1,2015-12-30,0.02,1,0,0.02,3624.0,0
286,Brooklyn,Greenpoint,40.73806,-73.95462,Entire home/apt,199,3,73,2019-06-30,0.84,28,56,61.32,2346.0,0
287,Brooklyn,Flatbush,40.64224,-73.96273,Private room,45,5,59,2019-06-24,1.46,4,247,86.14,2352.0,0
288,Brooklyn,Greenpoint,40.72556,-73.94368,Private room,59,3,64,2019-06-10,2.24,1,162,143.36,2366.0,0
289,Manhattan,Upper West Side,40.78841,-73.97461,Entire home/apt,200,5,0,,,1,0,,,0
290,Brooklyn,Bushwick,40.70046,-73.92825,Private room,70,1,0,,,1,0,,,0
291,Queens,Flushing,40.72635,-73.80237,Entire home/apt,99,1,229,2019-06-24,5.97,1,7,1367.1299999999999,2352.0,0
292,Brooklyn,Bedford-Stuyvesant,40.69118,-73.93476,Private room,68,1,5,2019-07-07,3.13,3,16,15.649999999999999,2339.0,0
293,Brooklyn,Williamsburg,40.71545,-73.95299,Entire home/apt,139,1,0,,,1,0,,,0
294,Manhattan,Financial District,40.7066,-74.00396,Private room,120,1,2,2015-09-27,0.04,1,0,0.08,3718.0,0
295,Brooklyn,Bedford-Stuyvesant,40.68634,-73.95088,Private room,75,3,59,2017-01-05,0.62,3,0,36.58,3252.0,0
296,Manhattan,East Village,40.73226,-73.98983,Entire home/apt,250,2,12,2019-06-21,3.16,1,32,37.92,2355.0,0
297,Manhattan,East Harlem,40.80924,-73.93873,Entire home/apt,172,2,63,2019-06-19,2.78,1,0,175.14,2357.0,0
298,Brooklyn,Prospect-Lefferts Gardens,40.65887,-73.94882,Private room,30,6,1,2015-09-17,0.02,1,0,0.02,3728.0,0
299,Brooklyn,Fort Greene,40.68638,-73.97378,Entire home/apt,250,2,3,2019-05-19,0.4,1,28,1.2000000000000002,2388.0,0
300,Brooklyn,Bushwick,40.69914,-73.93591,Shared room,44,5,27,2018-08-14,0.54,2,0,14.580000000000002,2666.0,0
301,Manhattan,East Village,40.72415,-73.98411,Entire home/apt,128,1,13,2018-01-01,0.5,1,0,6.5,2891.0,0
302,Brooklyn,East New York,40.66646,-73.8734,Private room,54,3,1,2019-05-20,0.59,13,365,0.59,2387.0,1
303,Bronx,Mount Hope,40.84882,-73.90263,Private room,80,3,20,2019-06-14,1.18,2,36,23.599999999999998,2362.0,0
304,Brooklyn,Bedford-Stuyvesant,40.68473,-73.95697,Entire home/apt,99,3,10,2018-11-13,0.28,1,66,2.8000000000000003,2575.0,0
305,Manhattan,Harlem,40.80584,-73.95272,Private room,78,3,88,2019-06-22,3.36,1,189,295.68,2354.0,0
306,Brooklyn,Bedford-Stuyvesant,40.68381,-73.94346,Entire home/apt,250,3,41,2019-06-29,1.2,1,30,49.199999999999996,2347.0,0
307,Manhattan,Harlem,40.82798,-73.95202,Entire home/apt,180,3,40,2019-05-19,1.69,1,65,67.6,2388.0,0
308,Manhattan,East Village,40.72784,-73.98473,Private room,60,8,1,2019-03-28,0.29,2,0,0.29,2440.0,0
309,Manhattan,NoHo,40.72632,-73.9928,Entire home/apt,249,10,0,,,1,0,,,0
310,Brooklyn,Williamsburg,40.70747,-73.93879,Entire home/apt,275,7,2,2016-01-07,0.03,1,0,0.06,3616.0,0
311,Manhattan,Greenwich Village,40.72774,-74.00161,Private room,60,2,2,2018-03-15,0.12,1,0,0.24,2818.0,0
312,Queens,Glendale,40.70297,-73.895,Private room,50,7,0,,,1,0,,,0
313,Brooklyn,Bedford-Stuyvesant,40.6864,-73.91858,Private room,50,10,6,2019-06-01,0.33,2,5,1.98,2375.0,0
314,Brooklyn,Williamsburg,40.71228,-73.9599,Private room,80,2,31,2019-06-15,1.26,2,5,39.06,2361.0,0
315,Brooklyn,Park Slope,40.67256,-73.97212,Entire home/apt,150,5,10,2018-01-03,0.17,1,0,1.7000000000000002,2889.0,0
316,Manhattan,Gramercy,40.73536,-73.98433,Entire home/apt,145,7,7,2017-11-05,0.23,1,0,1.61,2948.0,0
317,Brooklyn,Williamsburg,40.71847,-73.94509,Private room,60,4,1,2019-01-01,0.16,2,0,0.16,2526.0,0
318,Manhattan,East Village,40.73179,-73.98794,Entire home/apt,89,4,16,2019-05-28,1.36,2,17,21.76,2379.0,0
319,Manhattan,Stuyvesant Town,40.73351,-73.97798,Entire home/apt,130,60,0,,,1,243,,,0
320,Brooklyn,Bay Ridge,40.62989,-74.02345,Private room,90,3,34,2019-07-08,2.24,1,231,76.16000000000001,2338.0,0
321,Manhattan,Washington Heights,40.84198,-73.93816,Private room,40,2,1,2016-07-26,0.03,1,0,0.03,3415.0,0
322,Brooklyn,Bushwick,40.69067,-73.92207,Entire home/apt,350,2,6,2019-05-01,0.95,2,99,5.699999999999999,2406.0,0
323,Brooklyn,Fort Greene,40.69234,-73.97219,Entire home/apt,150,3,4,2019-06-30,3.64,1,1,14.56,2346.0,0
324,Manhattan,East Harlem,40.798,-73.93944,Private room,150,7,0,,,3,358,,,0
325,Brooklyn,Williamsburg,40.71119,-73.95097,Private room,200,1,0,,,1,0,,,0
326,Manhattan,East Village,40.72967,-73.98668,Private room,74,2,2,2018-07-22,0.15,1,0,0.3,2689.0,0
327,Queens,Sunnyside,40.74693,-73.91896,Private room,72,3,9,2019-06-09,0.49,4,365,4.41,2367.0,1
328,Manhattan,Midtown,40.75232,-73.9689,Entire home/apt,210,3,21,2019-06-13,1.11,1,209,23.310000000000002,2363.0,0
329,Manhattan,Lower East Side,40.7191,-73.98812,Entire home/apt,160,1,9,2016-05-01,0.21,1,0,1.89,3501.0,0
330,Brooklyn,Fort Greene,40.69431,-73.97289,Entire home/apt,145,1,19,2019-06-28,5.18,1,30,98.41999999999999,2348.0,0
331,Brooklyn,Clinton Hill,40.68678,-73.96044,Entire home/apt,100,3,127,2019-06-24,2.62,1,290,332.74,2352.0,0
332,Brooklyn,Bushwick,40.69277,-73.92133,Private room,70,15,0,,,2,0,,,0
333,Manhattan,Hell's Kitchen,40.76481,-73.9922,Entire home/apt,269,4,6,2019-06-12,0.92,1,43,5.5200000000000005,2364.0,0
334,Manhattan,Upper East Side,40.78582,-73.95546,Entire home/apt,145,31,1,2019-05-31,0.77,2,304,0.77,2376.0,0
335,Brooklyn,Williamsburg,40.71932,-73.95446,Entire home/apt,250,3,1,2015-06-25,0.02,1,0,0.02,3812.0,0
336,Brooklyn,Crown Heights,40.6776,-73.95447,Entire home/apt,350,3,8,2019-06-24,2.0,1,283,16.0,2352.0,0
337,Brooklyn,Fort Greene,40.68562,-73.9693,Entire home/apt,165,10,36,2019-06-25,0.63,4,328,22.68,2351.0,0
338,Brooklyn,Williamsburg,40.70821,-73.94719,Private room,65,2,9,2016-12-05,0.25,1,0,2.25,3283.0,0
339,Manhattan,East Village,40.72724,-73.97601,Private room,1880,180,0,,,1,358,,,0
340,Queens,Maspeth,40.73763,-73.89533,Private room,50,1,10,2019-07-01,4.48,4,218,44.800000000000004,2345.0,0
341,Manhattan,Harlem,40.8285,-73.94219,Private room,55,1,2,2019-06-28,2.0,3,325,4.0,2348.0,0
342,Manhattan,Upper West Side,40.78331,-73.9747,Entire home/apt,115,30,0,,,1,103,,,0
343,Brooklyn,South Slope,40.6617,-73.98221,Private room,65,14,8,2016-09-07,0.21,1,0,1.68,3372.0,0
344,Brooklyn,Clinton Hill,40.6919,-73.96511,Entire home/apt,140,6,9,2018-01-01,0.26,1,0,2.34,2891.0,0
345,Brooklyn,Coney Island,40.57729,-73.98728,Entire home/apt,101,5,2,2019-06-19,0.26,1,323,0.52,2357.0,0
346,Manhattan,West Village,40.73245,-74.00328,Entire home/apt,190,3,13,2019-06-25,2.36,3,115,30.68,2351.0,0
347,Manhattan,Washington Heights,40.83845,-73.9412,Private room,75,1,1,2019-01-05,0.16,1,0,0.16,2522.0,0
348,Queens,Ozone Park,40.67651,-73.84815,Entire home/apt,60,1,32,2019-06-04,2.64,4,155,84.48,2372.0,0
349,Brooklyn,Williamsburg,40.70929,-73.94719,Private room,40,58,1,2019-01-02,0.16,1,15,0.16,2525.0,0
350,Manhattan,Harlem,40.8004,-73.95645,Private room,125,1,85,2019-06-29,1.15,1,301,97.74999999999999,2347.0,0
351,Manhattan,Gramercy,40.73327,-73.98503,Entire home/apt,200,3,13,2015-10-19,0.22,1,157,2.86,3696.0,0
352,Brooklyn,Williamsburg,40.70691,-73.9481,Entire home/apt,165,4,73,2019-06-25,1.42,1,237,103.66,2351.0,0
353,Manhattan,Nolita,40.7245,-73.99419,Entire home/apt,299,2,26,2017-09-30,0.37,1,88,9.62,2984.0,0
354,Manhattan,Chinatown,40.71538,-73.99669,Entire home/apt,142,4,12,2018-08-26,0.43,2,151,5.16,2654.0,0
355,Queens,Ozone Park,40.68334,-73.85837,Entire home/apt,90,7,2,2018-10-26,0.22,1,90,0.44,2593.0,0
356,Brooklyn,Greenpoint,40.72728,-73.95313,Private room,75,7,0,,,2,0,,,0
357,Brooklyn,Bushwick,40.69749,-73.9336,Private room,50,9,0,,,3,0,,,0
358,Manhattan,Harlem,40.80264,-73.9554,Private room,99,3,62,2017-07-14,1.74,1,0,107.88,3062.0,0
359,Queens,Maspeth,40.73953,-73.89499,Private room,56,1,0,,,4,304,,,0
360,Brooklyn,Williamsburg,40.70682,-73.94594,Private room,90,4,3,2018-05-04,0.16,3,0,0.48,2768.0,0
361,Queens,Belle Harbor,40.57941,-73.84844,Private room,225,1,35,2019-06-30,0.92,1,364,32.2,2346.0,0
362,Manhattan,Upper West Side,40.77789,-73.97701,Entire home/apt,180,1,0,,,1,0,,,0
363,Manhattan,Murray Hill,40.74751,-73.97593,Entire home/apt,125,30,0,,,91,153,,,0
364,Manhattan,Lower East Side,40.72037,-73.98701,Entire home/apt,110,3,19,2019-06-29,0.73,1,34,13.87,2347.0,0
365,Brooklyn,Bushwick,40.70035,-73.92366,Private room,45,90,0,,,1,0,,,0
366,Manhattan,NoHo,40.73,-73.99253,Entire home/apt,137,14,17,2019-06-18,0.83,1,233,14.11,2358.0,0
367,Brooklyn,Williamsburg,40.71827,-73.94381,Private room,90,3,0,,,1,0,,,0
368,Brooklyn,Bedford-Stuyvesant,40.69363,-73.9404,Private room,60,2,29,2019-06-02,3.95,3,292,114.55000000000001,2374.0,0
369,Manhattan,Upper West Side,40.7867,-73.97594,Entire home/apt,349,5,5,2019-07-04,1.95,1,220,9.75,2342.0,0
370,Brooklyn,Carroll Gardens,40.68196,-73.99944,Entire home/apt,200,7,1,2017-04-01,0.04,1,0,0.04,3166.0,0
371,Brooklyn,Greenpoint,40.72991,-73.95208,Private room,45,4,7,2018-10-12,0.21,2,88,1.47,2607.0,0
372,Brooklyn,Bedford-Stuyvesant,40.69557,-73.94033,Entire home/apt,100,3,5,2018-12-31,0.42,1,3,2.1,2527.0,0
373,Brooklyn,Williamsburg,40.71069,-73.95283,Entire home/apt,95,2,0,,,1,0,,,0
374,Queens,Ridgewood,40.70746,-73.91118,Private room,44,5,1,2019-06-29,1.0,1,192,1.0,2347.0,0
375,Brooklyn,Bedford-Stuyvesant,40.69569,-73.94792,Entire home/apt,165,5,8,2019-06-16,2.67,1,81,21.36,2360.0,0
376,Brooklyn,East Flatbush,40.65059,-73.94506,Private room,90,3,1,2018-10-08,0.11,1,179,0.11,2611.0,0
377,Brooklyn,Bedford-Stuyvesant,40.69327,-73.95725,Private room,75,2,0,,,1,87,,,0
378,Brooklyn,Bay Ridge,40.63498,-74.01966,Private room,75,1,39,2018-08-01,1.81,1,0,70.59,2679.0,0
379,Brooklyn,Boerum Hill,40.68684,-73.98167,Private room,80,2,6,2019-03-06,0.53,1,0,3.18,2462.0,0
380,Manhattan,SoHo,40.7238,-74.00665,Private room,125,1,1,2017-06-25,0.04,2,0,0.04,3081.0,0
381,Manhattan,Harlem,40.82512,-73.95054,Private room,69,14,6,2017-09-09,0.25,1,0,1.5,3005.0,0
382,Manhattan,Lower East Side,40.71495,-73.98589,Private room,70,1,8,2018-01-09,0.42,1,0,3.36,2883.0,0
383,Queens,Sunnyside,40.73799,-73.92749,Private room,60,1,0,,,1,34,,,0
384,Brooklyn,Crown Heights,40.6687,-73.93628,Private room,50,5,0,,,1,0,,,0
385,Brooklyn,Williamsburg,40.71923,-73.95515,Entire home/apt,150,2,3,2018-01-04,0.15,1,0,0.44999999999999996,2888.0,0
386,Manhattan,Inwood,40.86408,-73.92257,Private room,50,30,3,2019-03-05,0.21,2,0,0.63,2463.0,0
387,Manhattan,Upper East Side,40.78539,-73.95056,Entire home/apt,150,2,13,2018-12-16,0.69,1,0,8.969999999999999,2542.0,0
388,Manhattan,East Village,40.73131,-73.98321,Private room,105,2,0,,,1,0,,,0
389,Brooklyn,Flatbush,40.64217,-73.9593,Entire home/apt,125,20,0,,,1,4,,,0
390,Brooklyn,Gowanus,40.66811,-73.99451,Entire home/apt,121,5,1,2019-04-04,0.31,1,45,0.31,2433.0,0
391,Manhattan,Chelsea,40.7409,-73.99596,Entire home/apt,255,29,0,,,96,296,,,0
392,Manhattan,East Harlem,40.81506,-73.93567,Entire home/apt,100,2,9,2017-01-15,0.26,1,0,2.34,3242.0,0
393,Brooklyn,East New York,40.67424,-73.88136,Private room,29,30,12,2018-11-01,0.38,3,193,4.5600000000000005,2587.0,0
394,Brooklyn,Williamsburg,40.71943,-73.95958,Private room,65,30,52,2018-10-31,0.54,1,276,28.080000000000002,2588.0,0
395,Brooklyn,Crown Heights,40.67541,-73.94408,Entire home/apt,216,1,233,2019-07-02,3.89,1,295,906.37,2344.0,0
396,Brooklyn,Carroll Gardens,40.6755,-73.99806,Private room,100,2,35,2019-06-09,2.75,1,0,96.25,2367.0,0
397,Brooklyn,Williamsburg,40.71996,-73.9414,Private room,78,2,2,2019-07-03,2.0,1,5,4.0,2343.0,0
398,Queens,Forest Hills,40.72571,-73.84944,Entire home/apt,197,3,24,2018-04-06,0.9,1,0,21.6,2796.0,0
399,Manhattan,East Village,40.72314,-73.98491,Entire home/apt,160,5,0,,,1,0,,,0
400,Manhattan,East Village,40.72434,-73.98447,Private room,79,3,0,,,1,0,,,0
401,Brooklyn,Midwood,40.62636,-73.9627,Private room,50,2,21,2019-04-21,1.47,1,179,30.87,2416.0,0
402,Brooklyn,Sunset Park,40.64689,-74.01401,Private room,55,1,31,2019-06-28,3.1,3,361,96.10000000000001,2348.0,0
403,Manhattan,Upper West Side,40.77563,-73.98065,Entire home/apt,165,30,27,2019-06-24,0.34,1,128,9.180000000000001,2352.0,0
404,Brooklyn,Boerum Hill,40.68852,-73.98697,Entire home/apt,119,5,12,2017-08-21,0.25,1,0,3.0,3024.0,0
405,Brooklyn,Bushwick,40.69764,-73.91585,Private room,62,17,2,2019-07-02,0.78,1,21,1.56,2344.0,0
406,Manhattan,Upper West Side,40.78024,-73.97942,Entire home/apt,550,4,17,2019-04-29,0.27,1,201,4.59,2408.0,0
407,Manhattan,Upper East Side,40.77634,-73.94713,Entire home/apt,168,14,17,2019-05-18,1.18,2,95,20.06,2389.0,0
408,Brooklyn,East New York,40.67249,-73.8782,Private room,52,1,13,2019-05-26,0.53,2,365,6.890000000000001,2381.0,1
409,Manhattan,Hell's Kitchen,40.76212,-73.9981,Entire home/apt,350,30,0,,,121,364,,,0
410,Queens,Rego Park,40.72755,-73.86199,Private room,35,1,131,2019-06-06,4.33,1,294,567.23,2370.0,0
411,Manhattan,Upper East Side,40.78333,-73.94996,Entire home/apt,300,1,0,,,1,0,,,0
412,Manhattan,Chelsea,40.73795,-73.99753,Entire home/apt,316,30,0,,,232,339,,,0
413,Manhattan,Harlem,40.83091,-73.94223,Entire home/apt,135,5,38,2019-05-16,0.44,1,253,16.72,2391.0,0
414,Manhattan,Upper East Side,40.77014,-73.96222,Entire home/apt,425,2,68,2019-06-06,0.91,1,358,61.88,2370.0,0
415,Manhattan,Nolita,40.72113,-73.99465,Private room,59,2,10,2018-02-18,0.21,2,0,2.1,2843.0,0
416,Manhattan,Harlem,40.80756,-73.94855,Entire home/apt,145,60,1,2019-01-07,0.16,1,227,0.16,2520.0,0
417,Bronx,Castle Hill,40.8154,-73.84657,Private room,38,3,0,,,7,177,,,0
418,Manhattan,East Harlem,40.79813,-73.93132,Entire home/apt,120,7,64,2019-04-03,0.91,2,184,58.24,2434.0,0
419,Manhattan,Chelsea,40.74342,-73.99483,Entire home/apt,205,9,3,2018-05-13,0.04,2,76,0.12,2759.0,0
420,Brooklyn,Williamsburg,40.70794,-73.9566,Private room,90,3,28,2017-12-10,0.65,2,0,18.2,2913.0,0
421,Manhattan,Gramercy,40.73637,-73.98619,Entire home/apt,399,1,28,2019-06-17,0.61,1,354,17.08,2359.0,0
422,Brooklyn,Bushwick,40.68252,-73.90651,Private room,60,3,2,2017-08-29,0.09,2,165,0.18,3016.0,0
423,Queens,Sunnyside,40.74473,-73.91334,Entire home/apt,150,2,51,2019-06-09,1.48,1,329,75.48,2367.0,0
424,Manhattan,Upper East Side,40.76968,-73.9593,Entire home/apt,160,2,7,2016-05-03,0.12,1,0,0.84,3499.0,0
425,Brooklyn,East Flatbush,40.6456,-73.95065,Private room,40,1,1,2019-06-30,1.0,2,151,1.0,2346.0,0
426,Brooklyn,Williamsburg,40.71407,-73.95336,Entire home/apt,199,7,4,2018-08-10,0.09,1,0,0.36,2670.0,0
427,Manhattan,East Harlem,40.80021,-73.94142,Entire home/apt,195,4,137,2019-07-01,2.13,2,233,291.81,2345.0,0
428,Brooklyn,Bushwick,40.68809,-73.90641,Private room,36,1,8,2019-05-20,0.43,3,0,3.44,2387.0,0
429,Manhattan,East Village,40.72995,-73.98135,Entire home/apt,200,1,101,2019-06-24,2.19,1,247,221.19,2352.0,0
430,Queens,Maspeth,40.73616,-73.89926,Shared room,55,1,0,,,3,47,,,0
431,Brooklyn,Park Slope,40.67179,-73.97248,Entire home/apt,140,2,45,2019-05-27,1.64,1,31,73.8,2380.0,0
432,Brooklyn,Greenpoint,40.72816,-73.95528,Entire home/apt,140,2,4,2018-12-24,0.19,1,0,0.76,2534.0,0
433,Manhattan,Lower East Side,40.72195,-73.98797,Private room,78,4,5,2017-09-07,0.11,1,0,0.55,3007.0,0
434,Bronx,Fordham,40.85615,-73.90077,Private room,34,3,7,2019-05-09,0.79,1,126,5.53,2398.0,0
435,Brooklyn,Canarsie,40.63888,-73.91729,Private room,45,3,23,2019-06-23,0.39,3,327,8.97,2353.0,0
436,Manhattan,Chinatown,40.71703,-73.99538,Private room,120,2,8,2019-07-01,3.69,1,34,29.52,2345.0,0
437,Manhattan,Upper East Side,40.78402,-73.95201,Entire home/apt,399,5,3,2019-06-26,3.0,1,135,9.0,2350.0,0
438,Brooklyn,Bedford-Stuyvesant,40.68782,-73.935,Entire home/apt,115,1,0,,,1,0,,,0
439,Brooklyn,Crown Heights,40.67417,-73.94028,Private room,73,5,102,2019-07-06,1.88,5,147,191.76,2340.0,0
440,Brooklyn,Bushwick,40.68927,-73.92062,Private room,90,2,3,2019-06-23,1.8,1,0,5.4,2353.0,0
441,Manhattan,Chinatown,40.71593,-73.99031,Entire home/apt,150,4,14,2019-05-28,0.31,1,18,4.34,2379.0,0
442,Manhattan,SoHo,40.7252,-74.00279,Entire home/apt,190,4,25,2017-01-03,0.34,1,0,8.5,3254.0,0
443,Manhattan,Greenwich Village,40.73008,-74.0005,Entire home/apt,500,1,0,,,1,0,,,0
444,Brooklyn,Bedford-Stuyvesant,40.6953,-73.95832,Private room,75,1,28,2019-06-01,0.36,1,365,10.08,2375.0,1
445,Bronx,Norwood,40.87993,-73.87195,Private room,50,3,18,2019-07-02,1.16,2,326,20.88,2344.0,0
446,Manhattan,Greenwich Village,40.73233,-73.99678,Entire home/apt,500,5,0,,,1,229,,,0
447,Brooklyn,South Slope,40.66171,-73.9826,Private room,500,1,0,,,1,365,,,1
448,Manhattan,Harlem,40.81073,-73.9437,Private room,70,7,67,2019-01-01,0.87,1,0,58.29,2526.0,0
449,Brooklyn,Prospect-Lefferts Gardens,40.65993,-73.95725,Entire home/apt,125,1,151,2019-06-09,3.86,1,37,582.86,2367.0,0
